1 
77 
1 
40 
2 20 
0.532087 0.058087 0.012430 0.532087 0.059449 -0.000000 0.513673 0.059449 -0.000000 0.513684 0.058125 0.012254 
0.513684 0.058125 0.012254 0.513673 0.059449 -0.000000 0.495260 0.059449 -0.000000 0.495282 0.058165 0.012073 
0.495282 0.058165 0.012073 0.495260 0.059449 -0.000000 0.476846 0.059449 -0.000000 0.476879 0.058207 0.011875 
0.476879 0.058207 0.011875 0.476846 0.059449 -0.000000 0.458433 0.059449 -0.000000 0.458478 0.058256 0.011637 
0.458478 0.058256 0.011637 0.458433 0.059449 -0.000000 0.440020 0.059449 -0.000000 0.440076 0.058298 0.011437 
0.440076 0.058298 0.011437 0.440020 0.059449 -0.000000 0.421606 0.059451 -0.000000 0.421672 0.058315 0.011362 
0.421672 0.058315 0.011362 0.421606 0.059451 -0.000000 0.403193 0.059454 -0.000000 0.403269 0.058315 0.011380 
0.403269 0.058315 0.011380 0.403193 0.059454 -0.000000 0.384780 0.059451 -0.000000 0.384866 0.058306 0.011401 
0.384866 0.058306 0.011401 0.384780 0.059451 -0.000000 0.366368 0.059706 -0.000000 0.366464 0.058554 0.011443 
0.366464 0.058554 0.011443 0.366368 0.059706 -0.000000 0.347956 0.059769 -0.000000 0.348062 0.058617 0.011453 
0.348062 0.058617 0.011453 0.347956 0.059769 -0.000000 0.329562 0.058957 -0.000000 0.329678 0.057825 0.011314 
0.329678 0.057825 0.011314 0.329562 0.058957 -0.000000 0.311189 0.057770 -0.000000 0.311313 0.056682 0.011085 
0.311313 0.056682 0.011085 0.311189 0.057770 -0.000000 0.293043 0.054748 -0.000000 0.293173 0.053725 0.010617 
0.293173 0.053725 0.010617 0.293043 0.054748 -0.000000 0.275665 0.048717 -0.000000 0.275805 0.047756 0.009781 
0.275805 0.047756 0.009781 0.275665 0.048717 -0.000000 0.259048 0.040796 -0.000000 0.259207 0.039890 0.008705 
0.259207 0.039890 0.008705 0.259048 0.040796 -0.000000 0.242991 0.031788 -0.000000 0.243159 0.030967 0.007523 
0.243159 0.030967 0.007523 0.242991 0.031788 -0.000000 0.228079 0.021045 -0.000000 0.228162 0.020422 0.006319 
0.228162 0.020422 0.006319 0.228079 0.021045 -0.000000 0.215298 0.007796 -0.000000 0.215274 0.007391 0.004717 
0.215274 0.007391 0.004717 0.215298 0.007796 -0.000000 0.203224 -0.006101 -0.000000 0.203197 -0.006309 0.002491 
0.203197 -0.006309 0.002491 0.203224 -0.006101 -0.000000 0.191770 -0.020518 -0.000000 0.191770 -0.020518 -0.000000 
0.532087 0.059449 -0.000000 0.532087 0.058087 -0.012430 0.513684 0.058125 -0.012254 0.513673 0.059449 -0.000000 
0.513673 0.059449 -0.000000 0.513684 0.058125 -0.012254 0.495282 0.058165 -0.012073 0.495260 0.059449 -0.000000 
0.495260 0.059449 -0.000000 0.495282 0.058165 -0.012073 0.476879 0.058207 -0.011875 0.476846 0.059449 -0.000000 
0.476846 0.059449 -0.000000 0.476879 0.058207 -0.011875 0.458478 0.058256 -0.011637 0.458433 0.059449 -0.000000 
0.458433 0.059449 -0.000000 0.458478 0.058256 -0.011637 0.440076 0.058298 -0.011437 0.440020 0.059449 -0.000000 
0.440020 0.059449 -0.000000 0.440076 0.058298 -0.011437 0.421672 0.058315 -0.011362 0.421606 0.059451 -0.000000 
0.421606 0.059451 -0.000000 0.421672 0.058315 -0.011362 0.403269 0.058315 -0.011380 0.403193 0.059454 -0.000000 
0.403193 0.059454 -0.000000 0.403269 0.058315 -0.011380 0.384866 0.058306 -0.011401 0.384780 0.059451 -0.000000 
0.384780 0.059451 -0.000000 0.384866 0.058306 -0.011401 0.366464 0.058554 -0.011443 0.366368 0.059706 -0.000000 
0.366368 0.059706 -0.000000 0.366464 0.058554 -0.011443 0.348062 0.058617 -0.011453 0.347956 0.059769 -0.000000 
0.347956 0.059769 -0.000000 0.348062 0.058617 -0.011453 0.329678 0.057825 -0.011314 0.329562 0.058957 -0.000000 
0.329562 0.058957 -0.000000 0.329678 0.057825 -0.011314 0.311313 0.056682 -0.011085 0.311189 0.057770 -0.000000 
0.311189 0.057770 -0.000000 0.311313 0.056682 -0.011085 0.293173 0.053725 -0.010617 0.293043 0.054748 -0.000000 
0.293043 0.054748 -0.000000 0.293173 0.053725 -0.010617 0.275805 0.047756 -0.009781 0.275665 0.048717 -0.000000 
0.275665 0.048717 -0.000000 0.275805 0.047756 -0.009781 0.259207 0.039890 -0.008705 0.259048 0.040796 -0.000000 
0.259048 0.040796 -0.000000 0.259207 0.039890 -0.008705 0.243159 0.030967 -0.007523 0.242991 0.031788 -0.000000 
0.242991 0.031788 -0.000000 0.243159 0.030967 -0.007523 0.228162 0.020422 -0.006319 0.228079 0.021045 -0.000000 
0.228079 0.021045 -0.000000 0.228162 0.020422 -0.006319 0.215274 0.007391 -0.004717 0.215298 0.007796 -0.000000 
0.215298 0.007796 -0.000000 0.215274 0.007391 -0.004717 0.203197 -0.006309 -0.002491 0.203224 -0.006101 -0.000000 
0.203224 -0.006101 -0.000000 0.203197 -0.006309 -0.002491 0.191770 -0.020518 -0.000000 0.191770 -0.020518 -0.000000 
0 
45 
15 3 
0.479883 -0.022925 0.175577 0.479803 -0.027555 0.187967 0.490213 -0.024695 0.189697 0.490280 -0.019763 0.176245 
0.490280 -0.019763 0.176245 0.490213 -0.024695 0.189697 0.500825 -0.022514 0.191107 0.500868 -0.017327 0.176831 
0.500868 -0.017327 0.176831 0.500825 -0.022514 0.191107 0.511728 -0.022326 0.191563 0.511728 -0.016994 0.177167 
0.479803 -0.027555 0.187967 0.480042 -0.036816 0.197408 0.490364 -0.034651 0.199995 0.490213 -0.024695 0.189697 
0.490213 -0.024695 0.189697 0.490364 -0.034651 0.199995 0.500899 -0.033050 0.202043 0.500825 -0.022514 0.191107 
0.500825 -0.022514 0.191107 0.500899 -0.033050 0.202043 0.511728 -0.033060 0.202533 0.511728 -0.022326 0.191563 
0.480042 -0.036816 0.197408 0.480559 -0.049108 0.202267 0.490720 -0.047954 0.205309 0.490364 -0.034651 0.199995 
0.490364 -0.034651 0.199995 0.490720 -0.047954 0.205309 0.501088 -0.047166 0.207659 0.500899 -0.033050 0.202043 
0.500899 -0.033050 0.202043 0.501088 -0.047166 0.207659 0.511728 -0.047343 0.208156 0.511728 -0.033060 0.202533 
0.480559 -0.049108 0.202267 0.481266 -0.062304 0.201705 0.491217 -0.062279 0.204722 0.490720 -0.047954 0.205309 
0.490720 -0.047954 0.205309 0.491217 -0.062279 0.204722 0.501356 -0.062358 0.206994 0.501088 -0.047166 0.207659 
